title,abstract,organization,investigators,grant_org,grant_money,source,total_participants,male_participants,female_participants,pct_male,pct_female,grant_date,x_axis,y_axis
"Differentiating kinds of systemic chronic stressors with relation to psychotic-like experiences in late childhood and early adolescence: the stimulation, discrepancy, and deprivation model of psychosis","Conceptualizations that distinguish systems-level stress exposures are lacking; the stimulation (lack of safety and high attentional demands), discrepancy (social exclusion and lack of belonging), and deprivation (SDD; lack of environmental enrichment) theory of psychosis and stressors occurring at the systems level has not been directly tested. Exploratory factor analysis was conducted on 3,207 youths, and associations with psychotic-like experiences (PLEs) were explored. Although model fit ... more",,,,,Paper,6427,3379,3048,0.525750739,0.474249261,8/3/20,col_48,row_02
Diffusion-weighted derivatives of PING,"Diffusion-weighted magnetic resonance imaging (dMRI) allows for the in-vivo assessment of anatomical white matter in the brain, thus allowing the depiction of structural connectivity. Using structural processing techniques and related methods, a growing body of literature has illustrated that connectomics is a crucial aspect to assessing the brain in health and disease. The Pediatric Imaging Neurocognition and Genetics (PING) dataset was collected and released openly to contribute to the assessment ... more",,,,,Paper,809,423,386,0.522867738,0.477132262,8/5/20,col_48,row_03
Effective Velopharyngeal Ratio: A More Clinically Relevant Measure of Velopharyngeal Function,Purpose: Velopharyngeal (VP) ratios are commonly used to study normal VP anatomy and normal VP function. An effective VP (EVP) ratio may be a more appropriate indicator of normal parameters for speech. The aims of this study are to examine if the VP ratio is preserved across the age span or if it varies with changes in the VP portal and to analyze if the EVP ratio is more stable across the age span. Methods: Magnetic resonance imaging (MRI) was used to analyze VP variables of 270 participants. ... more,,,,,Paper,43,24,19,0.558139535,0.441860465,8/11/20,col_48,row_04
Prenatal cannabis exposure and childhood outcomes: Results from the ABCD Study®,"Importance: In light of increasing cannabis use among pregnant women, the Surgeon General of the United States recently issued an advisory against the use of marijuana during pregnancy. Objective: To determine whether cannabis use during pregnancy is associated with adverse outcomes among offspring. Design: Cross-sectional analysis of the baseline session of the ongoing longitudinal Adolescent Brain and Cognitive Development (ABCD) Study℠. Setting: Data were collected from 22 sites across the ... more",,,,,Paper,11877,6193,5684,0.52142797,0.47857203,8/11/20,col_48,row_05
Prenatal cannabis exposure and sleep outcomes in children 9-10 years of age in the Adolescent Brain Cognitive Development ℠ Study.,"Objectives: Analyze the associations between prenatal cannabis exposure and child sleep outcomes. Methods: Data from the Adolescent Brain Cognitive Development Study (ABCD Study®) study was used to determine whether maternal reports of prenatal cannabis use were associated with child sleep outcomes among 11,875 children ages 9-10 controlling for covariates including prenatal substance exposure, mother’s education, combined household income, parental marital status, race, child sex, and child age. Results: ... more",,,,,Paper,11874,6194,5680,0.521643928,0.478356072,8/11/20,col_48,row_06
Using common genetic variation to examine phenotypic expression and risk prediction in 22q11.2 Deletion Syndrome,"The 22q11.2 deletion syndrome (22q11DS) is associated with a 20 – 25% risk for schizophrenia. In a cohort of 962 individuals with 22q11DS we examined the shared genetic basis between schizophrenia and schizophrenia-related early trajectory phenotypes: subthreshold symptoms of psychosis, low baseline intellectual functioning, and cognitive decline. We studied the association of these phenotypes with two polygenic scores, derived for schizophrenia and intelligence, and evaluated their use for individual ... more",,,,,Paper,1301,635,666,0.488086088,0.511913912,8/12/20,col_48,row_07
Wearable Assessment of Adolescent Mental Health,"Background: Adolescence is characterized by alterations in biobehavioral functioning, during which individuals are at heightened risk for onset of psychopathology, particularly internalizing disorders. Researchers have proposed using digital technologies to index daily biobehavioral functioning, yet there is a dearth of research examining how wearable metrics are associated with mental health. Methods: We preregistered analyses using the Adolescent Brain Cognitive Development Study dataset using ... more",,,,,Paper,11910,6210,5700,0.521410579,0.478589421,8/14/20,col_48,row_08
Association of Local Variation in Neighborhood Disadvantage in Metropolitan Areas With Youth Neurocognition and Brain Structure,"Importance: Neighborhood disadvantage is an important social determinant of health in childhood and adolescence. Less is known about the association of neighborhood disadvantage with youth neurocognition and brain structure, and particularly whether associations are similar across metropolitan areas and are attributed to local differences in disadvantage. Objective: To test whether neighborhood disadvantage is associated with youth neurocognitive performance and with global and regional measures ... more",,,,,Paper,8616,4533,4083,0.526114206,0.473885794,8/14/20,col_48,row_09
Genetic and Environmental Influences on Executive Functions and Intelligence in the ABCD Study,"Executive functions (EFs) and intelligence (IQ) are phenotypically correlated and heritable; however, they show variable genetic correlations in twin studies spanning childhood to middle age. We analyzed data from over 11,000 children (9-10-year-olds, including 749 twin pairs) in the Adolescent Brain Cognitive Development (ABCD) Study to examine the phenotypic and genetic relations between EFs and IQ in childhood. We identified two EF factors – Common EF and Updating-Specific, which were both related ... more",,,,,Paper,11874,6191,5683,0.521391275,0.478608725,8/18/20,col_48,row_10
Association Between Habitual Snoring and Cognitive Performance in a Large Sample of Preadolescent Children,"Importance: Previous studies have identified an association between habitual snoring and lower cognitive measures in children. However, whether and to what extent this relationship is confounded by pertinent demographic, anthropometric and socioeconomic characteristics is unknown. Objective: We assessed the extent of potential confounding in the relationship between parent-reported habitual snoring in children and their cognitive outcomes in a large diverse sample of typically developing preadolescent ... more",,,,,Paper,11869,6188,5681,0.52135816,0.47864184,8/19/20,col_48,row_11
