id,listing,title,link,abstract,creation_date,organization,grant_number,grant_org,grant_start,grant_end,grant_money,investigators,total_participants,male_participants,female_participants,source,creation_date_parsed,grant_start_parsed,grant_end_parsed,pct_male,pct_female,year,month,day,column,row
674,1123,Application of Advanced Quantitative Methods to Schizophrenia Research in Macedonia,https://nda.nih.gov/edit_collection.html?id=3231,"Abnormalities of white matter are important in schizophrenia. A preponderance of studies have found decreased levels of transcripts for myelin-related proteins in autopsy brains. Some have found decrease in the proteins themselves, and some have not. Hundreds of diffusion tensor imaging DTI studies have found reduced fractional anisotropy FA in the brains of many people with schizophrenia SCH. Decreased FA is interpreted as disruption of normal architecture. However, postmortem examination has failed ... more",7/10/19,Research Foundation for Mental Hygiene,R56MH117769,New York State Psychiatric Institute,7/1/19,6/30/21,491148,Andrew Dwork,107,62,45,lab,7/10/19,7/1/19,6/30/21,0.579439252,0.420560748,2019,7,1,44,20
925,180,Adolescent Brain Cognitive Development Study (ABCD) 2.0.1 release,https://nda.nih.gov/study.html?id=721,"Due to reporting compilation and processing errors in 2.0 Data Release, a 2.0.1 Fix Release has been issued. Please ensure curated data (datasheets, minimally processed data) from the original Data Release 2.0 are replaced with data from 2.0.1 Fix Release. The following release notes were updated to reflect these changes: NDA 2.0.1 Release Notes ABCD README FIRST NDA 2.0.1 Release Notes Imaging Instruments NDA 2.0.1 Changes and Known Issues Fix Release 2.0.1 NDA 2.0.1 Diffusion Magnetic Resonance ... more",7/8/19,Burkhart Center for Autism Education and Research,,,7/8/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",11875,6194,5681,paper,7/8/19,7/8/19,,0.5216,0.4784,2019,7,8,44,21
926,181,EVIDENCE FOR THE DIMENSIONAL AND CATEGORIAL ACCOUNTS OF LANGUAGE DEVELOPMENT,https://nda.nih.gov/study.html?id=722,"This study compared the lexical composition of 216 children with ASD aged 11 to 173 months with that of 7,287 typically developing toddlers with and without language delay aged 8 to 30 months. The children with ASD and late talkers produced a lower proportion of nouns and a higher proportion of predicates than typical talkers. The ASD group produced a higher proportion of action words and place words as well as a lower proportion of sound words than the neurotypical groups. We found that children ... more",7/8/19,Burkhart Center for Autism Education and Research,,,7/8/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",216,165,51,paper,7/8/19,7/8/19,,0.763888889,0.236111111,2019,7,8,45,1
927,182,Language processing skills linked to FMR1 variation: A study of gaze-language coordination during rapid automatized naming among women with the FMR1 premutation,https://nda.nih.gov/study.html?id=723,"The FMR1 premutation (PM) is relatively common in the general population. Evidence suggests that PM carriers may exhibit subtle differences in specific cognitive and language abilities. This study examined potential mechanisms underlying such differences through the study of gaze and language coordination during a language processing task (rapid automatized naming; RAN) among female carriers of the FMR1 PM. RAN taps a complex set of underlying neuropsychological mechanisms, with breakdowns implicating ... more",7/9/19,Burkhart Center for Autism Education and Research,,,7/9/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",46,0,46,paper,7/9/19,7/9/19,,0,1,2019,7,9,45,2
928,183,Social disadvantage and borderline personality disorder: A study of social networks.,https://nda.nih.gov/study.html?id=725,"Examining differences in social integration, social support, and relationship characteristics in social networks may be critical for understanding the character and costs of the social difficulties experienced of borderline personality disorder (BPD). We conducted an ego-based (self-reported, individual) social network analysis of 142 participants recruited from clinical and community sources. Each participant listed the 30 most significant people (called alters) in their social network, then rated ... more",7/10/19,Burkhart Center for Autism Education and Research,,,7/10/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",203,53,150,paper,7/10/19,7/10/19,,0.261083744,0.738916256,2019,7,10,45,3
929,188,Conceptual changes to the definition of borderline personality disorder proposed for DSM-5.,https://nda.nih.gov/study.html?id=733,"The Diagnostic and Statistical Manual of Mental Disorders (DSM)-5 Personality and Personality Disorders Work Group proposed the elimination of diagnostic criterion sets in favor of a prototype matching system that defines personality disorders using narrative descriptions. Although some research supports this general approach, no empirical studies have yet examined the specific definitions proposed for DSM-5. Given the wide interest in borderline personality disorder (BPD), it is crucial to determine ... more",7/11/19,Burkhart Center for Autism Education and Research,,,7/11/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",173,34,139,paper,7/11/19,7/11/19,,0.196531792,0.803468208,2019,7,11,45,4
930,195,Assessment procedures for narcissistic personality disorder: a comparison of the personality diagnostic questionnaire-4 and best-estimate clinical judgments.,https://nda.nih.gov/study.html?id=741,"This study examined the degree of correspondence between two assessments for narcissistic personality disorder (NPD) in a mixed clinical and community sample--one using a self-report measure (Personality Diagnostic Questionnaire-4) and the other using clinical judgments derived from an assessment based on the longitudinal, expert, all data (LEAD) methodology. NPD scores demonstrated moderate convergence for the total scores but weak convergence for the individual criteria. The authors also examined ... more",7/15/19,Burkhart Center for Autism Education and Research,,,7/15/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",199,48,151,paper,7/15/19,7/15/19,,0.24120603,0.75879397,2019,7,15,45,5
931,197,Narcissist or narcissistic? Evaluation of the latent structure of narcissistic personality disorder.,https://nda.nih.gov/study.html?id=743,"We investigated the latent structure of narcissistic personality disorder by comparing dimensional, hybrid, and categorical latent variable models, using confirmatory factor analysis (CFA), nonparametric and semiparametric factor analysis, and latent class analysis, respectively. We first explored these models in a clinical sample and then preregistered replication analyses in 4 additional data sets (with national, undergraduate, community, and mixed community/clinical samples) to test whether the ... more",7/15/19,Burkhart Center for Autism Education and Research,,,7/15/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",794,202,592,paper,7/15/19,7/15/19,,0.25440806,0.74559194,2019,7,15,45,6
932,199,Evidence for a single latent class of Diagnostic and Statistical Manual of Mental Disorders borderline personality pathology.,https://nda.nih.gov/study.html?id=745,"Borderline personality disorder (BPD) has been described as clinically heterogeneous, with numerous subtypes of the disorder posited. The present study investigated this potential heterogeneity by conducting both confirmatory factor analysis and latent class analysis of consensus ratings of Diagnostic and Statistical Manual of Mental Disorders (DSM) Revised Third Edition BPD criteria in a mixed clinical and nonclinical sample (n = 411). Confirmatory factor analysis results suggested that a single ... more",7/15/19,Burkhart Center for Autism Education and Research,,,7/15/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",591,149,442,paper,7/15/19,7/15/19,,0.252115059,0.747884941,2019,7,15,45,7
933,200,Attachment styles and personality disorders as predictors of symptom course.,https://nda.nih.gov/study.html?id=746,"Adult attachment styles and personality disorders (PDs) show some conceptual and empirical overlap and both may complicate the course of symptoms among psychiatric patients. In this naturalistic prospective study, 149 patients with affective, anxiety, substance use, and other disorders were interviewed shortly after entering treatment, which included psychotherapy, pharmacotherapy, or both. Follow-up interviews were conducted 6 and 12 months later. Attachment styles, DSM-III-R PDs, and symptoms were ... more",7/15/19,Burkhart Center for Autism Education and Research,,,7/15/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",219,67,152,paper,7/15/19,7/15/19,,0.305936073,0.694063927,2019,7,15,45,8
934,201,Cortical remodelling in childhood is associated with genes enriched for neurodevelopmental disorders,https://nda.nih.gov/study.html?id=748,"Cortical development during childhood and adolescence has been characterised in recent years using metrics derived from Magnetic Resonance Imaging (MRI). Changes in cortical thickness are greatest in the first two decades of life and recapitulate the hierarchical, genetic organisation of the cortex, highlighting the potential early impact of gene expression on differences in cortical architecture over the lifespan. It is important to further our understanding of the possible neurobiological mechanisms ... more",7/17/19,Burkhart Center for Autism Education and Research,,,7/17/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",754,392,362,paper,7/17/19,7/17/19,,0.519893899,0.480106101,2019,7,17,45,9
935,202,Can DSM-IV borderline personality disorder be diagnosed via dimensional personality traits? Implications for the DSM-5 personality disorder proposal.,https://nda.nih.gov/study.html?id=751,"The proposal for the diagnosis of personality disorders (PDs) in the Diagnostic and Statistical Manual of Mental Disorders, 5th edition (DSM-5;American Psychiatric Association, in preparation) involves, in part, the use of elevated scores on dimensional personality traits. For instance, the diagnosis of borderline personality disorder (BPD) in the DSM-5 will require evidence of self- and interpersonal impairment as well as elevated scores on traits of emotional lability, anxiousness, separation insecurity, ... more",7/18/19,Burkhart Center for Autism Education and Research,,,7/18/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",203,53,150,paper,7/18/19,7/18/19,,0.261083744,0.738916256,2019,7,18,45,10
